article_id,sdom,bias_label_0_liberal_1_conservative
0,sputniknews.com,1
1,sputniknews.com,1
2,twitchy.com,1
3,twitchy.com,1
4,townhall.com,1
5,pilotonline.com,0
6,newsone.com,0
7,newsone.com,0
9,hotair.com,1
10,fivethirtyeight.com,0
11,fivethirtyeight.com,0
12,cleantechnica.com,0
13,cleantechnica.com,0
14,windsorstar.com,0
15,vancouversun.com,0
16,vancouversun.com,0
17,vancouversun.com,0
20,talkingpointsmemo.com,0
28,inthesetimes.com,0
36,freebeacon.com,1
37,freebeacon.com,1
38,freebeacon.com,1
39,freebeacon.com,1
40,freebeacon.com,1
41,freebeacon.com,1
42,freebeacon.com,1
43,forward.com,0
44,forward.com,0
45,dailycaller.com,1
46,chicago.suntimes.com,0
47,chicago.suntimes.com,0
48,chicago.suntimes.com,0
50,mediamatters.org,0
51,thetyee.ca,0
52,sputniknews.com,1
53,townhall.com,1
54,qz.com,0
55,panampost.com,0
56,panampost.com,0
57,mic.com,0
58,worldtribune.com,1
59,rudaw.net,0
60,time.com,0
64,americablog.com,0
65,redalertpolitics.com,1
66,redalertpolitics.com,1
68,people.com,0
69,news.trust.org,0
70,news.trust.org,0
71,news.trust.org,0
75,globalnews.ca,0
76,economictimes.indiatimes.com,0
77,economictimes.indiatimes.com,0
78,deadline.com,0
82,time.com,0
83,time.com,0
84,talkingpointsmemo.com,0
86,people.com,0
89,news.trust.org,0
90,news.trust.org,0
93,historynewsnetwork.org,0
95,historynewsnetwork.org,0
96,historynewsnetwork.org,0
97,historynewsnetwork.org,0
99,historynewsnetwork.org,0
102,filmingcops.com,0
110,billmoyers.com,0
111,themoscowtimes.com,0
112,themoscowtimes.com,0
113,themoscowtimes.com,0
114,themoscowtimes.com,0
115,thinkprogress.org,0
116,hotair.com,1
117,hotair.com,1
118,hotair.com,1
119,hotair.com,1
122,us.blastingnews.com,0
124,rare.us,1
125,oilprice.com,1
138,gizmodo.com,0
139,economictimes.indiatimes.com,0
144,sputniknews.com,1
145,boingboing.net,0
146,boingboing.net,0
147,boingboing.net,0
148,boingboing.net,0
149,tucson.com,0
155,thehill.com,0
157,people.com,0
160,gazette.com,1
161,gazette.com,1
162,gazette.com,1
164,dailycaller.com,1
166,townhall.com,1
167,townhall.com,1
168,townhall.com,1
169,townhall.com,1
170,sputniknews.com,1
171,townhall.com,1
173,panampost.com,0
178,thehill.com,0
179,thehill.com,0
180,thegrio.com,0
185,globalnews.ca,0
186,gulfnews.com,1
187,economictimes.indiatimes.com,0
188,economictimes.indiatimes.com,0
190,economictimes.indiatimes.com,0
191,economictimes.indiatimes.com,0
193,sputniknews.com,1
194,sputniknews.com,1
195,sputniknews.com,1
196,sputniknews.com,1
197,thinkprogress.org,0
199,qz.com,0
200,qz.com,0
201,qz.com,0
202,qz.com,0
204,patriotpost.us,1
208,therightscoop.com,1
209,therightscoop.com,1
210,news.trust.org,0
211,news.trust.org,0
212,news.trust.org,0
214,nationalinterest.org,1
215,mexiconewsdaily.com,0
216,dailycaller.com,1
217,dailycaller.com,1
218,dailycaller.com,1
219,dailycaller.com,1
220,dailycaller.com,1
221,dailycaller.com,1
222,dailycaller.com,1
225,world.wng.org,1
226,world.wng.org,1
227,world.wng.org,1
228,world.wng.org,1
229,world.wng.org,1
230,townhall.com,1
231,thinkprogress.org,0
232,townhall.com,1
233,thinkprogress.org,0
234,thinkprogress.org,0
235,thinkprogress.org,0
236,thinkprogress.org,0
237,themoscowtimes.com,0
238,sputniknews.com,1
239,sputniknews.com,1
240,sputniknews.com,1
241,sputniknews.com,1
242,sputniknews.com,1
243,patriotpost.us,1
244,qz.com,0
245,boingboing.net,0
246,vancouversun.com,0
247,vancouversun.com,0
257,rare.us,1
258,people.com,0
260,news.trust.org,0
261,ipolitics.ca,0
262,ipolitics.ca,0
264,ipolitics.ca,0
265,globalnews.ca,0
268,globalnews.ca,0
269,economictimes.indiatimes.com,0
270,dailycaller.com,1
271,dailycaller.com,1
272,dailycaller.com,1
273,chicago.suntimes.com,0
274,chicago.suntimes.com,0
277,sputniknews.com,1
279,time.com,0
280,time.com,0
281,talkingpointsmemo.com,0
282,nationalinterest.org,1
283,mashable.com,0
284,gazette.com,1
287,gazette.com,1
289,economictimes.indiatimes.com,0
291,chicago.suntimes.com,0
298,abovethelaw.com,0
299,abovethelaw.com,0
300,abovethelaw.com,0
301,sputniknews.com,1
303,euobserver.com,0
304,euobserver.com,0
305,vancouversun.com,0
306,vancouversun.com,0
307,tucson.com,0
308,time.com,0
309,thefederalist.com,1
310,observer.com,1
311,observer.com,1
312,observer.com,1
313,gizmodo.com,0
314,dailycaller.com,1
318,globalnews.ca,0
320,gizmodo.com,0
322,dailycaller.com,1
323,dailycaller.com,1
324,dailycaller.com,1
325,dailycaller.com,1
328,qz.com,0
329,mic.com,0
341,nationalinterest.org,1
343,gulfnews.com,1
345,freebeacon.com,1
353,thetyee.ca,0
354,sputniknews.com,1
355,sputniknews.com,1
356,sputniknews.com,1
357,sputniknews.com,1
358,sputniknews.com,1
359,pilotonline.com,0
360,pilotonline.com,0
361,pilotonline.com,0
362,pilotonline.com,0
363,pilotonline.com,0
364,pilotonline.com,0
365,lawnewz.com,0
366,hotair.com,1
368,uproxx.com,0
369,time.com,0
373,time.com,0
374,time.com,0
375,time.com,0
383,prospect.org,0
388,metro.co.uk,0
389,metro.co.uk,0
390,legalinsurrection.com,1
391,legalinsurrection.com,1
392,legalinsurrection.com,1
393,legalinsurrection.com,1
397,historynewsnetwork.org,0
398,globalnews.ca,0
399,globalnews.ca,0
400,gizmodo.com,0
402,calgaryherald.com,0
406,sputniknews.com,1
407,sputniknews.com,1
408,worldtribune.com,1
410,news.trust.org,0
411,news.trust.org,0
412,news.trust.org,0
413,lethbridgeherald.com,0
415,lethbridgeherald.com,0
416,lethbridgeherald.com,0
417,lethbridgeherald.com,0
418,lethbridgeherald.com,0
419,lethbridgeherald.com,0
420,lethbridgeherald.com,0
421,lethbridgeherald.com,0
423,freebeacon.com,1
425,thetyee.ca,0
426,thinkprogress.org,0
427,panampost.com,0
428,panampost.com,0
430,vancouversun.com,0
433,uproxx.com,0
437,talkingpointsmemo.com,0
438,oilprice.com,1
442,gulfnews.com,1
443,forward.com,0
444,forward.com,0
446,deadline.com,0
447,deadline.com,0
448,deadline.com,0
449,deadline.com,0
450,deadline.com,0
451,deadline.com,0
452,deadline.com,0
453,bgr.com,0
454,patriotpost.us,1
455,patriotpost.us,1
456,panampost.com,0
457,fivethirtyeight.com,0
458,cleantechnica.com,0
459,boingboing.net,0
461,tucson.com,0
464,time.com,0
467,talkingpointsmemo.com,0
469,reason.com,1
470,people.com,0
471,people.com,0
472,people.com,0
473,people.com,0
474,people.com,0
475,people.com,0
476,metro.co.uk,0
477,metro.co.uk,0
478,metro.co.uk,0
479,metro.co.uk,0
480,jezebel.com,0
481,jezebel.com,0
482,jezebel.com,0
483,jezebel.com,0
484,gulfnews.com,1
485,gulfnews.com,1
486,gulfnews.com,1
487,gulfnews.com,1
488,chicago.suntimes.com,0
489,sputniknews.com,1
490,sputniknews.com,1
498,the-japan-news.com,1
499,the-japan-news.com,1
500,the-japan-news.com,1
502,freebeacon.com,1
503,news.trust.org,0
506,mashable.com,0
509,gulfnews.com,1
511,gizmodo.com,0
512,gizmodo.com,0
514,freebeacon.com,1
515,freebeacon.com,1
516,freebeacon.com,1
517,freebeacon.com,1
518,freebeacon.com,1
519,freebeacon.com,1
520,chicago.suntimes.com,0
521,townhall.com,1
522,sputniknews.com,1
523,sputniknews.com,1
524,euobserver.com,0
525,boingboing.net,0
526,boingboing.net,0
527,calgaryherald.com,0
528,washingtonmonthly.com,0
532,globalnews.ca,0
536,sputniknews.com,1
537,thinkprogress.org,0
538,qz.com,0
